,Dotcount,Commacount,Exclcount,Wordcount,Uppercasecount,Lowercasecount,Specialchar,Numbercount,Charcount,Uniquewords,Apicescount,Quotescount,Openpar,Closepar,Operatorcount,Hashtagcount,Dottycount,Linkcount,14agree-disagree
660,5,3,0,37,1,206,15,4,226,37,0,0,0,0,2,2,1,0,1.0
661,1,1,0,46,0,229,10,0,243,46,0,0,1,1,3,0,0,0,1.0
662,3,1,1,44,0,250,17,6,272,44,2,0,0,0,2,2,1,0,-1.0
663,3,3,3,45,3,257,16,2,280,45,1,0,0,0,1,1,0,0,1.0
664,0,1,1,7,0,31,2,0,35,7,0,0,0,0,0,0,0,0,1.0
665,3,2,0,55,4,259,20,4,294,55,4,0,1,1,2,2,0,0,-1.0
666,3,0,0,13,0,81,13,4,98,13,1,0,0,0,2,2,1,0,-1.0
667,6,12,1,142,9,795,63,15,882,142,4,14,4,4,5,5,0,0,0.0
668,0,1,1,36,3,165,10,0,183,36,1,0,0,0,3,0,0,0,0.0
669,0,0,0,2,0,8,0,0,8,2,0,0,0,0,0,0,0,0,1.0
670,4,4,0,50,4,229,19,2,254,50,2,10,0,0,0,0,0,0,1.0
671,3,2,0,46,0,214,9,6,232,46,0,0,0,0,0,0,0,0,-1.0
672,0,0,2,18,0,91,8,2,100,18,0,0,0,0,1,1,0,0,-1.0
673,2,2,0,15,1,79,9,2,92,15,0,0,0,0,1,1,0,0,1.0
674,4,0,0,52,0,265,6,4,282,52,1,0,0,0,0,0,0,0,-1.0
675,0,0,0,14,1,68,7,2,78,14,1,0,1,1,1,1,0,0,1.0
676,5,0,4,29,0,159,10,0,174,29,0,0,0,0,0,0,1,0,1.0
677,0,0,2,24,1,150,8,2,161,24,0,0,0,0,1,1,0,0,-1.0
678,0,0,0,26,0,132,0,0,134,26,0,0,0,0,0,0,0,0,-1.0
679,3,9,0,75,0,429,23,0,450,75,4,0,1,1,0,0,0,0,-1.0
680,3,1,0,36,0,211,5,0,219,36,0,0,0,0,0,0,0,0,-1.0
681,5,3,1,35,3,168,23,8,203,35,0,0,0,0,4,4,0,0,-1.0
682,1,2,0,18,10,69,8,0,88,18,0,6,0,0,0,0,0,0,0.0
683,5,0,0,43,0,202,8,0,215,43,1,0,0,0,0,0,0,0,0.0
684,8,4,0,50,6,277,42,12,342,50,8,6,1,1,5,5,0,0,1.0
685,1,2,1,30,1,144,14,0,162,30,0,10,0,0,0,0,0,0,-1.0
686,3,2,0,40,0,231,10,0,239,40,0,0,1,1,0,0,0,0,1.0
687,1,1,0,18,0,80,4,0,85,18,0,0,0,0,0,0,0,0,0.0
688,1,2,0,31,0,160,8,0,166,31,1,0,0,0,0,0,0,0,1.0
689,1,1,2,33,1,155,15,0,172,33,0,10,0,0,0,0,0,0,0.0
690,0,1,1,18,0,71,5,0,76,18,0,0,0,0,0,0,0,0,0.0
691,4,0,0,20,0,98,11,6,117,20,2,0,1,1,1,1,1,0,-1.0
692,2,1,0,99,1,567,14,2,582,99,4,0,0,0,1,1,0,0,1.0
693,20,5,0,80,10,485,58,16,571,80,1,6,0,0,8,8,2,0,-1.0
694,1,5,0,39,2,206,12,0,222,39,0,6,0,0,0,0,0,0,-1.0
695,0,0,0,11,0,45,0,0,45,11,0,0,0,0,0,0,0,0,-1.0
696,6,4,0,99,4,559,38,12,619,99,5,0,1,1,5,5,0,0,1.0
697,2,0,2,60,1,311,15,0,326,60,3,0,1,1,0,0,0,0,
698,0,0,0,11,0,53,1,0,54,11,1,0,0,0,0,0,0,0,-1.0
699,5,1,0,51,0,314,8,0,326,51,0,0,0,0,0,0,0,0,1.0
700,1,0,0,9,0,41,7,0,48,9,0,6,0,0,0,0,0,0,-1.0
701,8,2,2,50,12,239,33,15,305,50,2,0,1,1,5,5,1,0,1.0
702,2,1,0,33,0,164,6,0,172,33,1,0,0,0,0,0,0,0,0.0
703,6,10,0,103,4,662,37,6,709,103,4,0,0,0,3,3,0,0,
704,0,3,2,32,4,147,12,4,173,32,3,0,0,0,2,0,0,0,0.0
705,2,0,1,12,1,47,4,0,54,12,1,0,0,0,0,0,0,0,1.0
706,6,1,0,38,0,195,8,0,204,38,3,0,0,0,0,0,1,0,1.0
707,2,1,0,16,0,79,7,2,92,16,1,0,0,0,1,1,0,0,0.0
708,2,2,1,25,0,117,6,0,131,25,1,0,0,0,0,0,0,0,0.0
709,4,3,0,54,0,293,11,0,308,54,1,0,0,0,0,0,0,0,1.0
710,6,6,1,80,5,382,28,2,430,80,1,6,0,0,1,1,0,0,-1.0
711,1,2,0,28,0,127,5,0,133,28,0,0,0,0,0,0,0,0,
712,5,7,0,59,0,281,15,0,305,59,0,0,0,0,0,0,0,0,-1.0
713,6,2,0,48,0,239,12,9,263,48,2,0,0,0,1,0,1,0,-1.0
714,3,4,0,38,0,231,13,0,247,38,4,0,0,0,0,0,0,0,1.0
715,1,7,0,38,0,197,12,0,209,38,0,0,0,0,1,0,0,0,-1.0
716,6,3,0,82,4,499,27,8,539,82,0,0,0,0,4,4,0,0,1.0
717,0,0,1,8,0,38,2,0,39,8,0,0,0,0,0,0,0,0,-1.0
718,0,0,0,24,0,108,2,0,113,24,1,0,0,0,0,0,0,0,-1.0
719,4,0,0,33,3,172,5,0,181,33,0,0,0,0,0,0,0,0,-1.0
720,1,0,0,6,0,23,2,3,30,6,0,0,0,0,1,0,0,0,1.0
721,3,1,0,44,0,216,8,0,229,44,1,0,0,0,0,0,0,0,-1.0
722,3,1,0,8,1,34,6,0,44,8,1,0,0,0,0,0,1,0,-1.0
723,2,3,2,57,0,289,17,0,312,57,1,6,0,0,0,0,0,0,-1.0
724,3,5,0,63,0,303,17,5,335,63,0,0,2,2,0,0,0,0,0.0
725,6,7,0,87,1,485,22,0,518,87,2,6,0,0,0,0,0,0,0.0
726,4,2,0,27,5,117,12,0,135,27,0,6,0,0,0,0,0,0,-1.0
727,0,1,1,22,0,115,5,0,121,22,1,0,0,0,1,0,0,0,-1.0
728,7,4,0,53,1,260,16,0,284,53,1,0,2,2,1,0,1,0,1.0
729,0,6,2,33,0,166,13,0,182,33,2,0,0,0,0,0,0,0,-1.0
730,2,0,0,20,1,110,3,0,114,20,0,0,0,0,0,0,0,0,
731,3,4,0,11,0,72,7,0,80,11,0,0,0,0,0,0,1,0,1.0
732,2,0,0,33,1,149,10,5,170,33,1,0,1,1,1,0,0,0,0.0
733,8,0,0,10,0,76,8,0,84,10,0,0,0,0,0,0,1,0,-1.0
734,0,1,0,9,0,47,2,0,50,9,0,0,0,0,0,0,0,0,1.0
735,4,0,0,21,0,109,6,0,116,21,1,0,0,0,0,0,1,0,0.0
736,3,2,0,62,0,325,17,2,344,62,0,6,0,0,1,1,0,0,0.0
737,7,23,0,182,2,1207,92,28,1336,182,1,22,3,3,15,0,0,0,
738,1,0,1,9,0,56,2,0,60,9,0,0,0,0,0,0,0,0,0.0
739,3,2,0,36,8,206,8,0,225,36,2,0,0,0,0,0,0,0,1.0
740,0,0,0,3,0,12,0,0,12,3,0,0,0,0,0,0,0,0,0.0
741,1,2,2,33,0,170,8,0,179,33,1,0,0,0,0,0,0,0,
742,1,2,0,21,4,63,4,5,80,21,0,0,0,0,0,0,0,0,0.0
743,1,0,0,19,12,85,3,0,104,19,0,0,0,0,0,0,0,0,
744,7,10,0,113,7,661,33,6,714,113,2,0,0,0,3,3,0,0,1.0
745,5,3,0,78,0,431,16,0,455,78,8,0,0,0,0,0,0,0,
746,2,1,0,27,0,137,7,0,148,27,1,0,0,0,1,0,0,0,1.0
747,3,1,0,31,8,168,10,2,189,31,1,0,0,0,1,1,0,0,-1.0
748,2,2,0,74,0,406,9,2,420,74,0,0,1,1,1,0,0,0,1.0
749,3,4,7,48,8,237,20,3,268,48,0,0,0,0,1,1,0,0,1.0
750,1,9,4,85,2,439,22,3,476,85,1,0,1,1,3,0,0,0,1.0
751,3,5,0,74,1,394,20,2,421,74,2,6,1,1,1,0,1,0,1.0
752,1,0,0,27,0,123,3,3,128,27,0,0,0,0,0,0,0,0,0.0
753,0,1,2,19,0,104,6,2,112,19,0,0,0,0,1,1,0,0,-1.0
754,1,0,0,4,0,22,4,0,27,4,0,0,1,1,0,0,0,0,-1.0
755,3,0,0,30,0,138,8,0,147,30,2,0,0,0,0,0,0,0,1.0
756,3,0,0,18,2,87,6,0,98,18,2,0,0,0,0,0,0,0,-1.0
757,17,8,0,109,5,599,45,6,658,109,2,0,2,2,3,3,2,0,-1.0
758,13,8,0,133,1,748,40,0,788,133,10,0,0,0,2,0,2,0,1.0
759,2,3,0,37,0,192,6,2,203,37,3,0,0,0,0,0,0,0,1.0
760,1,1,0,27,0,145,5,0,152,27,2,0,0,0,0,0,0,0,1.0
761,1,0,0,23,3,107,3,0,117,23,0,0,0,0,0,0,0,0,-1.0
762,2,1,0,17,0,86,6,0,94,17,1,0,0,0,0,0,0,0,-1.0
763,7,3,2,27,10,114,13,0,142,27,0,0,0,0,0,0,1,0,
764,1,1,0,13,0,58,7,2,66,13,0,0,0,0,1,1,0,0,-1.0
765,3,4,0,43,0,226,12,5,247,43,1,0,0,0,1,0,0,0,1.0
766,2,4,0,53,2,229,9,2,250,53,0,0,1,1,1,0,0,0,1.0
767,8,17,0,131,4,815,43,2,868,131,4,10,1,1,0,0,1,0,
768,3,1,0,18,8,75,5,0,89,18,0,0,0,0,0,0,1,0,1.0
769,2,3,0,61,5,300,10,0,316,61,2,0,0,0,0,0,0,0,-1.0
770,8,5,0,78,2,399,28,4,443,78,2,0,2,2,2,2,1,0,1.0
771,8,0,0,25,0,109,11,3,122,25,1,0,0,0,0,0,2,0,-1.0
772,2,2,0,30,0,164,6,0,171,30,1,0,0,0,0,0,0,0,1.0
773,0,5,0,82,1,449,15,0,466,82,1,6,0,0,0,0,0,0,1.0
774,6,1,0,89,2,453,19,4,482,89,2,0,1,1,2,2,0,0,1.0
775,2,0,0,6,0,23,4,0,26,6,0,0,0,0,0,0,0,0,-1.0
776,4,0,0,11,0,83,7,2,92,11,0,0,0,0,1,1,1,0,
777,1,0,0,6,0,39,3,0,42,6,1,0,0,0,0,0,0,0,-1.0
778,2,0,1,47,0,207,6,0,215,47,0,0,0,0,0,0,0,0,1.0
779,3,1,0,31,0,148,10,4,162,31,0,0,0,0,2,2,0,0,1.0
780,1,2,0,26,7,127,6,0,141,26,1,0,0,0,0,0,0,0,-1.0
781,8,0,0,6,0,20,8,1,32,6,0,0,0,0,0,0,1,0,-1.0
782,4,1,0,51,1,256,16,2,274,51,5,0,0,0,1,1,1,0,-1.0
783,4,2,0,44,1,243,9,0,257,44,1,0,0,0,0,0,0,0,0.0
784,1,1,0,25,1,125,5,2,133,25,0,0,0,0,1,1,0,0,-1.0
785,7,5,0,100,2,514,24,6,556,100,2,6,1,1,0,0,1,0,-1.0
786,3,0,0,37,0,182,4,0,185,37,0,0,0,0,0,0,1,0,
787,6,0,0,17,0,79,7,0,88,17,0,0,0,0,0,0,1,0,-1.0
788,3,4,0,52,1,276,17,0,296,52,2,0,1,1,0,0,1,0,
789,3,4,0,48,0,255,15,0,271,48,0,0,2,2,1,0,1,0,-1.0
790,5,0,0,41,0,228,5,0,235,41,0,0,0,0,0,0,0,0,-1.0
791,5,1,0,38,4,200,14,0,222,38,0,0,2,2,0,0,0,0,-1.0
792,6,2,0,25,1,120,15,2,140,25,0,0,0,0,1,1,1,0,
793,4,11,0,114,2,648,31,0,683,114,2,6,1,1,0,0,0,0,
794,0,0,0,9,0,33,3,0,38,9,0,0,0,0,0,0,0,0,1.0
795,0,0,0,7,0,36,1,0,37,7,0,0,0,0,0,0,0,0,-1.0
796,3,5,5,32,10,143,28,0,182,32,0,10,1,1,0,0,1,0,0.0
797,9,0,0,55,3,249,11,0,281,55,1,0,0,0,0,0,0,0,-1.0
798,7,4,0,51,0,297,16,0,318,51,3,0,0,0,0,0,0,0,-1.0
799,3,3,1,36,1,162,10,0,182,36,4,0,0,0,0,0,0,0,-1.0
800,2,0,1,32,1,135,13,0,150,32,2,6,0,0,0,0,0,0,1.0
801,1,1,0,15,0,97,4,0,101,15,0,0,0,0,1,0,0,0,1.0
802,1,0,0,18,0,86,4,0,88,18,1,0,0,0,0,0,0,0,0.0
803,1,0,0,5,0,30,1,0,32,5,0,0,0,0,0,0,0,0,-1.0
804,1,0,0,40,0,190,4,0,198,40,0,0,1,1,0,0,0,0,-1.0
805,0,1,1,5,0,29,2,0,33,5,0,0,0,0,0,0,0,0,0.0
806,0,0,0,12,0,50,2,0,54,12,2,0,0,0,0,0,0,0,1.0
807,5,1,0,67,7,352,13,0,371,67,2,0,0,0,0,0,0,0,0.0
808,1,1,0,7,0,43,5,0,49,7,1,0,0,0,0,0,0,0,0.0
809,7,0,0,43,4,247,13,0,262,43,1,0,0,0,0,0,1,0,-1.0
810,5,4,0,60,3,294,24,0,319,60,1,6,2,2,0,0,1,0,1.0
811,7,1,0,42,10,176,14,0,203,42,2,0,1,1,0,0,2,0,
812,1,2,0,16,0,84,4,0,90,16,1,0,0,0,0,0,0,0,
813,4,0,0,21,0,105,5,0,110,21,0,0,0,0,0,0,1,0,
814,0,0,0,25,0,115,4,3,123,25,0,0,0,0,1,1,0,0,
815,6,4,0,103,1,503,21,2,537,103,3,8,1,1,0,0,0,0,-1.0
816,5,2,0,16,1,76,7,0,88,16,0,0,0,0,0,0,1,0,0.0
817,1,2,0,18,0,74,4,0,78,18,0,0,0,0,0,0,0,0,-1.0
818,4,2,0,20,0,106,7,0,114,20,0,0,0,0,0,0,1,0,-1.0
819,2,2,0,33,0,178,6,0,190,33,0,0,0,0,2,0,0,0,1.0
820,1,1,0,20,10,89,7,0,113,20,2,0,1,1,0,0,0,0,-1.0
821,0,3,38,33,0,157,46,0,201,33,3,0,0,0,0,0,0,0,1.0
822,0,0,5,13,33,40,7,0,89,13,0,0,1,1,0,0,0,0,0.0
823,6,5,1,92,0,473,21,2,504,92,2,0,1,1,0,0,0,0,
824,2,3,0,37,2,195,19,2,218,37,0,6,2,2,1,1,0,0,
825,0,0,0,10,0,60,1,0,61,10,0,0,0,0,0,0,0,0,-1.0
826,0,0,0,17,3,97,0,0,102,17,0,0,0,0,0,0,0,0,
827,7,3,0,55,2,254,20,2,283,55,2,0,0,0,3,1,1,0,-1.0
828,5,2,0,39,1,221,15,0,239,39,0,6,0,0,0,0,1,0,1.0
829,5,4,0,99,6,580,17,0,607,99,1,0,2,2,0,0,0,0,
830,3,2,0,44,0,219,8,0,229,44,0,0,0,0,0,0,0,0,0.0
831,5,1,0,27,0,128,8,0,135,27,0,0,0,0,0,0,1,0,-1.0
832,3,6,0,67,0,370,14,0,384,67,0,0,1,1,0,0,0,0,
833,1,0,1,36,0,197,12,0,206,36,0,6,0,0,0,0,0,0,1.0
834,4,7,0,36,1,185,18,0,213,36,0,6,0,0,0,0,0,0,
835,6,3,0,69,0,386,12,0,407,69,1,0,0,0,0,0,0,0,
836,6,4,4,78,5,387,28,2,428,78,1,6,1,1,0,0,0,0,1.0
837,9,2,0,66,3,317,18,0,349,66,4,0,0,0,0,0,0,0,
838,4,10,0,141,3,859,42,0,909,141,7,4,5,5,1,0,0,0,0.0
839,20,4,17,110,4,667,63,4,745,110,5,6,0,0,0,0,6,0,-1.0
840,4,1,0,12,2,57,12,0,70,12,0,6,0,0,0,0,1,0,
841,0,1,0,26,1,136,11,0,147,26,0,6,1,1,0,0,0,0,1.0
842,1,3,0,28,0,164,10,0,174,28,1,0,1,1,1,0,0,0,1.0
843,2,0,1,25,1,112,5,0,121,25,0,0,0,0,0,0,0,0,1.0
844,12,2,0,88,3,409,21,0,444,88,4,0,0,0,0,0,0,0,
845,3,7,0,76,3,390,20,2,417,76,1,0,0,0,1,0,0,0,0.0
846,4,8,1,32,1,200,20,4,226,32,0,0,0,0,2,2,1,0,-1.0
847,6,12,0,102,5,578,28,2,622,102,1,6,0,0,0,0,0,0,0.0
848,4,1,0,42,1,198,8,1,216,42,0,0,0,0,1,0,0,0,1.0
849,2,5,0,41,5,199,14,5,227,41,0,0,0,0,2,1,0,0,1.0
850,14,2,0,53,6,235,19,6,276,53,0,0,1,1,0,0,1,0,0.0
851,6,3,1,49,2,220,16,0,243,49,2,0,0,0,0,0,1,0,-1.0
852,2,7,0,63,4,352,17,0,374,63,1,0,1,1,0,0,0,0,-1.0
853,1,6,0,29,0,185,7,0,193,29,0,0,0,0,0,0,0,0,0.0
854,4,2,0,104,1,577,19,2,601,104,4,0,0,0,0,0,0,0,
855,2,1,4,31,1,164,20,0,186,31,1,6,0,0,2,0,0,0,-1.0
856,0,0,0,10,0,54,1,0,55,10,0,0,0,0,0,0,0,0,
857,26,2,0,53,0,313,64,22,397,53,1,0,0,0,11,11,6,0,-1.0
858,0,1,0,32,0,146,2,0,149,32,0,0,0,0,0,0,0,0,-1.0
859,5,2,0,48,1,263,14,0,277,48,4,0,0,0,0,0,1,0,-1.0
860,6,2,0,60,2,321,12,0,343,60,2,0,0,0,0,0,0,0,0.0
861,3,1,0,30,2,163,7,0,173,30,2,0,0,0,0,0,0,0,1.0
862,5,0,1,34,0,175,16,4,192,34,3,0,0,0,2,1,1,0,-1.0
863,2,3,0,36,0,213,8,0,223,36,2,0,0,0,0,0,0,0,0.0
864,7,22,3,111,3,675,48,0,733,111,2,6,1,1,1,0,1,0,1.0
865,0,0,2,17,0,69,3,0,73,17,0,0,0,0,0,0,0,0,1.0
866,0,0,3,6,0,25,3,0,29,6,0,0,0,0,0,0,0,0,0.0
867,3,2,0,43,1,229,10,2,243,43,0,0,0,0,0,0,0,0,0.0
868,7,15,1,97,4,472,34,7,521,97,6,0,0,0,2,2,1,0,
869,6,0,0,36,0,169,8,0,179,36,0,0,0,0,0,0,2,0,
870,4,2,0,47,1,252,13,4,271,47,1,0,1,1,1,1,1,0,1.0
871,3,0,0,16,0,72,7,2,82,16,0,0,0,0,1,1,1,0,0.0
872,6,0,0,8,0,48,7,7,63,8,0,0,0,0,0,0,0,0,0.0
873,1,0,0,44,0,202,9,0,209,44,1,0,1,1,1,0,0,0,0.0
874,1,0,0,10,0,39,2,0,42,10,0,0,0,0,0,0,0,0,0.0
875,2,4,0,28,0,125,9,0,135,28,0,0,0,0,0,0,0,0,-1.0
876,1,1,0,26,0,146,3,0,149,26,0,0,0,0,0,0,0,0,0.0
877,12,1,0,45,5,251,30,12,302,45,2,0,0,0,5,5,1,0,
878,0,0,0,8,0,30,1,0,31,8,0,0,0,0,0,0,0,0,0.0
879,7,10,3,115,0,589,31,0,632,115,3,0,3,3,0,0,2,0,1.0
880,4,0,0,10,0,53,5,0,58,10,0,0,0,0,1,0,1,0,1.0
881,3,2,0,63,0,334,7,0,343,63,0,0,0,0,0,0,0,0,-1.0
882,1,6,3,72,3,355,17,0,380,72,8,0,1,1,0,0,0,0,
883,1,1,0,64,2,365,16,1,385,64,2,0,0,0,0,0,0,0,1.0
884,5,0,1,69,0,322,34,0,350,69,5,0,4,4,2,0,1,0,
885,1,0,0,2,0,8,1,0,10,2,0,0,0,0,0,0,0,0,
886,0,0,1,12,3,52,3,0,59,12,0,0,0,0,0,0,0,0,
887,3,2,0,24,0,112,7,0,117,24,0,0,0,0,0,0,0,0,-1.0
888,0,0,1,2,0,11,4,2,18,2,0,0,0,0,1,1,0,0,
889,2,0,0,21,6,94,6,0,110,21,1,0,0,0,0,0,0,0,-1.0
890,0,0,0,16,0,78,4,0,82,16,1,0,0,0,0,0,0,0,0.0
891,9,3,0,68,5,338,16,0,362,68,0,0,0,0,0,0,2,0,
892,1,2,0,44,0,227,11,0,240,44,1,0,2,2,0,0,0,0,1.0
893,2,3,0,85,1,479,12,0,497,85,2,0,0,0,0,0,0,0,1.0
894,1,2,0,32,3,176,5,2,187,32,2,0,0,0,0,0,0,0,-1.0
895,1,1,0,28,0,139,3,0,146,28,0,0,0,0,0,0,0,0,
896,1,0,0,36,1,189,6,0,196,36,3,0,0,0,0,0,0,0,
897,3,4,0,37,5,175,9,3,194,37,0,0,0,0,0,0,0,0,
898,1,1,0,38,1,153,3,0,159,38,0,0,0,0,0,0,0,0,
899,0,4,2,52,0,294,10,0,309,52,1,0,0,0,0,0,0,0,1.0
900,8,4,0,73,4,420,30,10,471,73,0,0,1,1,4,4,0,0,-1.0
901,4,0,0,4,0,16,4,0,21,4,0,0,0,0,0,0,1,0,-1.0
902,15,16,0,147,10,786,57,6,866,147,4,6,0,0,3,2,1,0,1.0
903,9,6,0,116,0,729,21,0,756,116,2,0,0,0,1,0,0,0,1.0
904,8,9,0,120,2,679,35,0,719,120,5,6,1,1,0,0,0,0,1.0
905,0,1,1,13,0,65,3,0,69,13,1,0,0,0,0,0,0,0,0.0
906,14,12,1,118,0,697,41,0,743,118,4,0,2,2,0,0,3,0,
907,18,0,0,37,0,148,17,0,164,37,0,0,1,1,2,0,2,0,
908,5,6,6,75,3,433,27,0,466,75,2,0,2,2,0,0,0,0,1.0
909,15,7,0,96,3,578,38,10,636,96,2,0,1,1,4,4,3,0,1.0
910,0,0,0,4,11,0,1,0,16,4,1,0,0,0,0,0,0,0,1.0
911,1,4,0,29,2,154,12,0,170,29,0,6,0,0,0,0,0,0,1.0
912,14,3,0,67,2,340,21,0,371,67,0,0,2,2,0,0,3,0,1.0
913,0,0,0,8,0,47,2,0,49,8,0,0,0,0,1,0,0,0,
914,0,0,1,2,0,11,2,0,14,2,0,0,0,0,0,0,0,0,
915,0,4,8,53,3,244,16,0,273,53,1,0,1,1,0,0,0,0,
916,1,1,0,28,4,138,7,0,156,28,3,0,0,0,0,0,0,0,-1.0
917,8,3,0,30,0,158,12,0,172,30,0,0,0,0,0,0,1,0,1.0
918,4,0,0,8,3,40,4,0,49,8,0,0,0,0,0,0,1,0,1.0
919,0,1,0,10,0,57,7,2,67,10,0,0,1,1,1,1,0,0,0.0
920,0,1,0,24,0,119,4,0,124,24,0,0,0,0,0,0,0,0,
921,2,0,0,27,5,122,10,0,138,27,1,6,0,0,0,0,0,0,
922,18,1,0,22,13,112,19,7,151,22,0,0,0,0,0,0,3,0,-1.0
923,0,0,1,9,0,37,1,4,45,9,0,0,0,0,0,0,0,0,1.0
924,2,1,0,13,0,39,4,0,44,13,0,0,0,0,0,0,0,0,1.0
925,9,4,1,32,0,166,17,0,187,32,0,0,0,0,0,0,2,0,-1.0
926,2,0,0,37,12,213,10,0,238,37,0,6,0,0,0,0,0,0,1.0
927,0,0,0,2,0,10,0,0,10,2,0,0,0,0,0,0,0,0,-1.0
928,7,2,0,29,4,148,16,0,168,29,1,0,1,1,0,0,1,0,0.0
929,0,0,1,6,0,28,4,0,30,6,0,0,0,0,0,0,0,0,0.0
930,2,1,0,15,1,101,7,0,110,15,3,0,0,0,0,0,0,0,0.0
931,2,0,0,7,0,33,2,0,37,7,0,0,0,0,0,0,0,0,-1.0
932,0,0,1,3,0,15,1,0,17,3,0,0,0,0,0,0,0,0,1.0
933,2,7,0,73,0,368,12,0,384,73,3,0,0,0,0,0,0,0,1.0
934,4,2,0,19,1,88,7,0,97,19,1,0,0,0,0,0,1,0,
935,6,0,0,20,0,115,6,0,123,20,0,0,0,0,0,0,2,0,1.0
936,21,0,0,13,0,94,22,0,116,13,0,0,0,0,0,0,4,0,1.0
937,7,0,0,21,0,97,8,0,109,21,2,0,0,0,2,0,1,0,1.0
938,1,5,0,39,2,204,13,2,223,39,1,0,1,1,1,1,0,0,1.0
939,6,5,0,67,7,309,19,6,348,67,3,0,0,0,1,1,0,0,1.0
940,0,1,1,16,0,77,2,0,79,16,0,0,0,0,0,0,0,0,-1.0
941,6,1,1,44,1,260,14,2,278,44,2,0,0,0,1,1,2,0,1.0
942,0,0,26,8,0,38,26,0,64,8,0,0,0,0,0,0,0,0,1.0
943,0,1,0,10,0,35,3,0,38,10,0,0,0,0,0,0,0,0,
944,0,0,0,15,0,79,3,0,85,15,0,0,0,0,0,0,0,0,
945,2,0,1,42,1,224,14,0,238,42,0,6,1,1,0,0,0,0,-1.0
946,5,5,0,101,0,541,22,0,568,101,3,0,0,0,0,0,0,0,
947,1,0,0,11,0,40,1,0,43,11,0,0,0,0,0,0,0,0,-1.0
948,1,0,0,4,0,22,1,0,26,4,0,0,0,0,0,0,0,0,1.0
949,5,6,3,82,7,431,48,12,502,82,3,6,0,0,6,6,0,0,-1.0
950,0,1,0,20,0,113,4,0,115,20,0,0,0,0,0,0,0,0,
951,16,2,0,50,0,267,22,0,286,50,0,0,0,0,0,0,4,0,-1.0
952,6,3,1,95,0,470,20,3,497,95,1,0,1,1,0,0,0,0,-1.0
953,8,6,0,90,1,464,21,2,492,90,3,0,0,0,1,1,1,0,
954,3,1,0,100,5,510,28,0,551,100,12,6,3,3,0,0,0,0,
955,0,0,2,65,15,335,9,6,373,65,1,0,0,0,2,1,0,0,
956,3,3,1,49,1,234,11,1,251,49,1,0,0,0,0,0,1,0,
957,8,6,0,72,3,362,19,0,391,72,2,0,0,0,0,0,1,0,
958,4,5,0,51,4,269,26,8,314,51,1,0,1,1,4,4,0,0,-1.0
959,2,0,0,28,0,116,6,2,126,28,2,0,0,0,1,0,0,0,1.0
960,3,3,0,77,2,410,26,0,441,77,2,14,1,1,0,0,0,0,-1.0
961,9,0,0,47,63,214,24,0,311,47,2,10,0,0,0,0,3,0,0.0
962,2,0,6,29,0,139,9,0,152,29,1,0,0,0,0,0,0,0,1.0
963,5,8,1,112,0,650,21,0,682,112,2,0,0,0,0,0,1,0,-1.0
964,0,0,1,2,0,4,1,0,5,2,0,0,0,0,0,0,0,0,-1.0
965,11,0,0,35,9,179,15,7,215,35,0,0,0,0,1,0,0,0,
966,11,4,0,145,2,791,24,4,844,145,10,0,0,0,0,0,0,0,-1.0
967,1,4,1,33,0,201,13,0,217,33,1,0,0,0,3,0,0,0,1.0
968,5,3,1,47,4,236,21,0,263,47,3,6,1,1,0,0,1,0,1.0
969,5,3,0,74,5,333,16,7,365,74,5,0,2,2,2,0,0,0,-1.0
970,3,1,0,29,17,124,11,0,150,29,1,0,0,0,0,0,0,0,
971,5,2,0,65,1,316,12,1,334,65,2,0,1,1,0,0,1,0,-1.0
972,4,0,0,9,0,31,4,0,36,9,0,0,0,0,0,0,1,0,
973,3,1,3,40,5,186,7,0,204,40,1,0,0,0,0,0,0,0,1.0
974,14,1,2,95,12,476,57,22,570,95,2,14,0,2,8,8,1,0,1.0
975,2,2,0,27,2,152,15,6,181,27,1,0,0,0,3,3,0,0,
976,4,2,1,18,23,68,14,0,108,18,0,6,0,0,0,0,1,0,
977,0,0,0,22,0,111,3,0,119,22,0,0,0,0,0,0,0,0,0.0
978,8,4,0,152,6,884,30,2,926,152,2,6,0,0,1,1,0,0,1.0
979,1,0,0,32,0,200,3,0,203,32,1,0,0,0,0,0,0,0,1.0
980,6,1,0,54,4,240,13,4,269,54,2,0,2,2,0,0,1,0,-1.0
981,15,1,0,47,2,228,28,0,255,47,1,6,0,0,1,0,4,0,
982,2,1,0,49,0,267,5,0,275,49,0,0,0,0,0,0,0,0,-1.0
983,0,0,0,7,0,33,2,0,37,7,0,0,0,0,0,0,0,0,-1.0
984,4,6,0,102,2,549,27,3,591,102,2,10,0,0,1,0,0,0,1.0
985,15,16,1,131,1,692,51,4,754,131,6,0,2,2,2,2,1,0,1.0
986,2,5,2,55,8,268,14,0,298,55,2,0,1,1,0,0,0,0,-1.0
987,0,0,0,4,0,12,1,0,14,4,0,0,0,0,0,0,0,0,-1.0
988,2,3,1,56,0,346,9,0,363,56,1,0,0,0,0,0,0,0,1.0
989,7,3,1,79,0,342,20,10,387,79,4,0,1,1,0,0,0,0,
990,3,1,0,13,0,60,6,0,68,13,0,0,0,0,0,0,0,0,0.0
991,7,13,0,153,21,982,56,0,1069,153,2,0,3,3,12,0,0,0,1.0
