,id,text,botornot
7738,2527814234,"""RT @Staedtler: So we all stay in Europe, the Tories stop forever bitching about it, and all the frothing wingers are put out to grass.""",1
17443,576177906,"""RT @JohnEdwards33: Tory high command are in the bunker: Fingers trembling as they put their glasses on: Visibly loosing control. https://t.…""",1
15224,4226847345,"""RT @EL4JC: Build bridges not walls The best of Jeremy Corbyns #Glastonbury set, part 1. https://t.co/JUD1WqSa2K""",1
26240,89780120,"""Labour meeting 26/6, please support the NHS Reinstatement Bill as a Priority Private Members Bill.  https://t.co/vZX1L8BCsk @ToniaAntoniazzi""",1
579,115182311,"""Finally, the adults have come home ... https://t.co/AFBaNUeK3o""",1
6937,244991106,"""RT @turbograndad65: Apparently the BBC, will not be showing Jeremy Corbyns speech at Glastonbury, today, Yet more censorship in our fr… """,1
21712,794141743017054208,"""RT @carolynharris24: Proud to be there https://t.co/O3MovV4tmp""",1
15464,4384207354,"""RT @chunkymark: F**k!! \nAstonishing shows up Tory property speculating culture of property banking this is the housing bubble https://t.co/…""",1
26198,89780120,"""Labour meeting 26/6, please support the NHS Reinstatement Bill as a Priority Private Members Bill.  https://t.co/vZX1L8BCsk @ChrisRuane2017""",1
8081,259202358,"""Ed Miliband has been channeling Alan Partridge on Radio 2 and even Tories are starting to like him https://t.co/EnbIYVcPGZ""",1
3911,1851425833,"""#toryburch #auction Tory Burch Silver Logo Circle Stud Earrings New https://t.co/j6nTOM2nen""",1
14735,390150468,"""RT @StrongerStabler: Richard Bransons #VirginCare handed contract to run 200+ NHS services by Baths Tory cncil.More to come.NHS is bei… """,1
19878,740521037922734080,"""RT @Rachael_Swindon: This is the moment things changed. This young lad just destroyed Andrea Leadsom and an absent Theresa May. https://t.c…""",1
10177,2844025499,"""@RKWinvisibleman @rtrn94 @theangelremiel JOIN THE ANTI TORY DEMO #ToriesOut #DayOfRage #Justice4Grenfell \nANTI… https://t.co/jG4rkNJb37""",1
1781,1389178064,"""RT @SocialistVoice: Back soft Brexit, trade unions urge Labour https://t.co/cpDvwmF18G""",1
25601,876348129838338048,"""RT @barryb1478: Andrea leadsom come on everyone be patriotic , help the Tories get rid of your civil rights , help them get rid of fantasti…""",1
20621,749710462661562368,"""RT @Captain_Vad: 🎼Oh! Jeremy Corbyn! Oh! Jeremy Corbyn! 🎶 \n\nEnjoy Glastonbury today Mr Corbyn. 🌹JC4PM🌹 https://t.co/QhACkitgFq""",1
5937,22520029,"""RT @JeremyCorbyn4PM: Its happening again... #JC4PM #Glastonbury ❤️ https://t.co/ThPVfaUggn""",1
17172,54999242,"""RT @pleaseletmevote: @jaelmolew @Shambles151 Never late We mustnt forget Thats what the Tories want We constantly need reminders of their…""",1
10315,2851118320,"""RT @BolshieBear: Hear that @theresa_may? The people are speaking, we cant make it much clearer! \n\n#MayMustGo #ToriesOUT \n\n#CorbynIN… """,1
964,1259137987,"""RT @Independent: Read Jeremy Corbyns Glastonbury speech in full https://t.co/k3tWhfpXAf""",1
24550,870705205267922946,"""RT @matthaig1: Andrea Leadsom here reminding us that Theresa May was once actually the lesser of two evils. Terrifying. https://t.co/JLTy3t…""",1
3490,16984207,"""RT @AngelaRayner: Torieswe need to be patriotic on Brexit talks,protecting young,elderly,sick,poor,homeless,disabled,working families&amp;wor…""",1
13380,3366493624,"""RT @LabourAnimalRG: GREAT NEWS FOR BEES! Tory MEP @juliegirling fails in bid to prevent EU ban on bee-killing pesticides.… """,1
23673,854293892547710976,"""#GE2017 Housing crisis threatens a million families with eviction by 2020 https://t.co/74LsMz926C""",1
23554,854084976870084608,"""RT @chandnidaina: Left-wing candidates uproot Labour centrists at Hackney South and Shoreditch party AGM after membership soars https://t.c…""",1
15736,4559222536,"""RT @annispice: And ignoring what is happening in a labour constituency #Camden   Take note @BBCNews @SkyNews - broadcast this as i… """,1
14582,389516094,"""RT @EL4JC: Labour is now a left wing party, do you want to be part of it, or not? Gasps in the room as @paulmasonnews drops… """,1
3109,1525340773,"""RT @tweetsoflondon: Boom! Massive explosion in the near distance.1000s of imploding tories methinks!""",1
12866,3263253388,"""RT @pantera4091: @Rachael_Swindon @davidagoodland Day 1 -3 I did support and suffer https://t.co/Rtl7kaL4X6 those that attacked me v… """,1
31,1004220360,"""RT @chunkymark: Keep hearing Tories say This country doesnt want another General Election this country is begging for another one https:…""",1
9290,2775981424,"""RT @AJohnColes: Tory Britain. No Sober man, with a shred of decency, can chase a creature into exhaustion, then watch Dogs tear it to pieces""",1
21790,797168488053952513,"""RT @chels1_chels: @SkyNews The cladding in Camden was fitted in 2006 under a Labour Government and a Labour Council. Where is the rage?""",1
4064,187147866,"""RT @theNewsfox: BBC bossses on seeing oh Jeremy Corbyn going out on prime time. #Glastonbury https://t.co/uhutXrTxQY""",1
6248,231497466,"""RT @Rachael_Swindon: If you was one of the many that backed Jeremy Corbyn from day 1 you must be pretty chuffed with yourself, and rightly…""",1
1943,141762817,"""RT @ClareClarrice14: Totally amazing....OH Jeremy Corbyn- change that was long overdue. Jez has made that possible. We are the many they… """,1
23162,846738623647158272,"""RT @demindblower: Hundreds died in Grenfell Tower fire, says shadow Home Secretary Diane Abbott https://t.co/BuqwgEqU5j""",1
21732,794141743017054208,"""RT @Labour4PR: Join @GrahamAllenMPX and others today to call for proportional representation. Parliament Square at 14.30… """,1
3542,174748955,"""@Mikeofthemoor Exactly, and thats all the Tories ever spend their time in power thinking about, wirking towards an… https://t.co/GAaz8oecJv""",1
4529,20004497,"""RT @JeremyCorbyn4PM: Jeremy tells #undc17 - a Labour government is in our grasp. \nRT if youre going to help make it happen!\n#ToriesOut htt…""",1
4053,185192311,"""RT @UniteCommSEL: Corbyn wins a new victory. And it’s the one Theresa May’s been dreading [VIDEO] https://t.co/9qy30SRP5r via @thecanarysays""",1
21611,790606437529612288,"""More bad news for Theresa May as Jeremy Corbyn is in the lead on suitability poll | News | https://t.co/rylBgRp8Vj https://t.co/ZQhwx9Tq2e""",1
18350,704382900033200128,"""RT @samuelpjordan: Theresa May being chased through fields of wheat by Jeremy Corbyn on a fox. \U0001f98a✊️ https://t.co/3V49PmmHRL""",1
6526,2392144432,"""RT @Jayrgoodall: @notaguru1878 @Rachael_Swindon Yes, join Labour. The chant is the man AS the movement- thats why it works. We are… """,1
23955,858261808787927040,"""RT @dontbrexitfixit: Tear up human rights, you know, the sort to protect you. Like tearing up safety standards supposed to stop you bein… """,1
5758,2233763960,"""hey fleuvenoir, you may want to check https://t.co/gk4ihFOxun for latest updates on #Glastonbury 🔥\r https://t.co/2nMqRwnZqy""",1
22063,806961338899689472,"""RT @RealMediaGB: Message your MP - get involved #FrackOff #ClimateAction https://t.co/KCFlYCJ5XD""",1
1685,138597964,"""RT @labourpress: Details of any agreement with the DUP must be made public - letter from @johnmcdonnellMP to the Chancellor https://t.co/0c…""",1
8857,272503369,"""RT @Scientists4EU: Jeremy Corbyn says all EU citizens here must be able to remain - notes their contribution to NHS and universities. https…""",1
19200,726099958013792257,"""RT @Rachael_Swindon: If you was one of the many that backed Jeremy Corbyn from day 1 you must be pretty chuffed with yourself, and rightly…""",1
16541,492119697,"""RT @wolfie_smythe: @LisaMuggeridge His second GE2017 manifesto ( The seperate one for black and ethnic minorities ) was divisive and uncost…""",1
3917,1851425833,"""#toryburch #auction NWT TORY BURCH MARION QUILTED BLACK LEATHER CROSS BODY BAG https://t.co/EQJaFlV3fg""",1
23136,846738623647158272,"""RT @Spoonhead8: @AaronBastani The Jeremy Corbyn who stayed to end of Remembrance Day parade and spoke to veterans while the others went for…""",1
12959,328102579,"""RT @vivahate72: Funnily enough the BBC didnt show you this angle of Jeremy Corbyn speaking to the huge crowd at #glastonbury. https://t.co…""",1
21066,767511283,"""RT @neverleftagain: She has to be the most stupid woman in the house, a complete idiot that i wouldnt even allow to wash my car. https://t…""",1
19566,728021521,"""RT @williams_neil: @bobwiggin @janemarie194 @MexicoRS78 @JohnLockeZero @KapturekCzarny @BriefcaseMike @WinnieWoos Theres the differen… """,1
4428,20004497,"""RT @misszing: Jeremy Corbyn quoting Shelley, football chants, Michael Eavis loving it. Absolute scenes #Glasto https://t.co/ou0hiGYrR5""",1
13381,3366493624,"""RT @Animals1st: LEGEND 🙌⭐️@jeremycorbyn \n\nJeremy Corbyns Full Speech to Glastonbury 2017\n\nhttps://t.co/hAHtDPE09B https://t.co/LLt2RNKQTT""",1
113,101056236,"""@GavinHoggett @JaneParshally @hairymarx1 Oh but they do, they are the ones laden with the fruits of human labour""",1
13546,337291312,"""RT @DerbyChrisW: The Jeremy Corbyn phenomenon continues to gather pace. \nHelp get him into Downing Street by joining Labour today.  https:/…""",1
15730,4559222536,"""RT @DJ_Live_Lee: Jeremy Corbyn turns up to Glastonbury to talk about the austerity in this country to people whove paid 300 quid to watch…""",1
2447,1463611489,"""RT @WillBall12: @drbenwhite @MGreenwoodWW @nhsbillnow Why only Labour MPs? Whats the status of the proposed Bill and what is happening on…""",1
7428,2491232172,"""RT @drbenwhite: @WillBall12 @MGreenwoodWW @nhsbillnow Labour MPs are considering their own private members bills on Monday.  So it… """,1
11466,303827284,"""RT @GethingsH: SUN gets Tory MP to invite Corbyn to Armed Forces Day event even though its well publicised hed be in Glastonbury… """,1
4166,1926562094,"""RT @RichardJMurphy: Whats amazing about Theresa May is she ran a dire campaign and has been appalling since but she then goes to the EU an…""",1
296,1048300700,"""RT @M44Tweet: Jewish Brits dont stand a chance under Labour. Sadiq Khan &amp; Jeremt Corbyn are a fucking disgrace. https://t.co/5ViCv8NFWU""",1
23645,854293892547710976,"""#GE2017 Red phone boxes and Union flags: 1,000 Britons given free trip to migrant-hit Calais as town attempts t... https://t.co/ZsOdzT7SUn""",1
1000,1262391883,"""RT @paulmasonnews: How Labour has stopped the plan for Thatcherism 2.0 - my G2 column https://t.co/HPSccNfsmE""",1
5140,210163237,"""RT @vivahate72: Funnily enough the BBC didnt show you this angle of Jeremy Corbyn speaking to the huge crowd at #glastonbury. https://t.co…""",1
5508,2147655596,"""RT @Chanctonman: Why wasnt Theresa May at Glastonbury? This is pure elitism &amp; hatred (fear) of young people.....and their votes https://t.…""",1
1651,138597964,"""RT @robabdul: Stormzy joins in the Oh Jeremy Corbyn chant. Join in people...\n\n#JC4PM #ToriesOut #MayMustGo https://t.co/8XrV5Pcp3H""",1
26383,9570042,"""RT @HRHTudor1976: Labour first &amp; Progress are institutes of neoliberal status quo they mean nothing to the working class this is how… """,1
22307,821798222045868032,"""RT @GracieSamuels: @Rachael_Swindon #bbcqt Hes now throwing Corbyn supporters out of the audience off the show for heckling, but Dimb… """,1
8943,2726025501,"""RT @DWPscumbags: @realDonaldTrump Message to Donald Trump from a field in England 😃#GlastonburyFestival \n@realDonaldTrump… """,1
1501,134125081,"""RT @markpalexander: A senior Tory. Even in this crisis they caused they only think of their party not the harm their careless Brexit is… """,1
19613,733793368673792005,"""RT @IndyMusic: Our reporter on the ground says Jeremy Corbyn has the biggest crowd so far at Glastonbury""",1
23228,846738623647158272,"""RT @HannahAlOthman: The biggest crowd I think Ive ever seen at #Glastonbury is for Jeremy Corbyn. Easily rivals Rolling Stones, Oasis… """,1
9472,27839828,"""British Europhile activist praises EU generosity and urges May to GIVE IN to Juncker https://t.co/xibPa4Tl75 wow they do all this 4 Free😂""",1
10088,284327343,"""RT @EL4JC: Tory MP on Sky News just accused Labour of calling for riots. Lying is just a way of life for these people...""",1
912,1259137987,"""RT @barryb1478: Andrea leadsom come on everyone be patriotic , help the Tories get rid of your civil rights , help them get rid of fantasti…""",1
22090,819291786304700427,"""RT @EleanorBarlow: Prime Minister Theresa May attends Armed Forces Day in Liverpool https://t.co/jQIVuCE5Y8""",1
5308,212692070,"""RT @jamesdoleman: Was speaking to the many not the few Piers. https://t.co/uPeV3fmGay""",1
17402,576177906,"""RT @nw_nicholas: Time to draw a line under it, before some Tories get prosecuted? https://t.co/9rtuh6qayj""",1
25735,877038913176645632,"""@InterfaithUK Calling tweeters on #GE2017. You mind doing our survey at https://t.co/ha4yPLbk1D""",1
23647,854293892547710976,"""#GE2017 Hamptons homeowners take battle over noise from helicopter shuttles and private jets to the Supreme Cou... https://t.co/JaR6p9GbLi""",1
11674,310535567,"""RT @FredAll59941925: Thousands watch Jeremy Corbyn on Glastonburys Pyramid Stage | Metro News https://t.co/bOhfubIufe""",1
21068,767511283,"""RT @DVATW: Jeremy Corbyn will be the only major political figure shunning #ArmedForcesDay What an affront he is. https://t.co/beiaA0vGPt""",1
26052,877122281658601472,"""@Usama786_ You tweeted about #GE2017. Tell us more by doing our survey https://t.co/8JmBLNLA66""",1
20103,744480047789146112,"""RT @ProgressOnline: @RichardAngell @Alison_McGovern We stopped the Tories in their tracks. Because of Labour voters, grammar schools a… """,1
1431,1337830795,"""RT @THemingford: Should the Tories stand down with immediate effect? \n\nPlease RT for wider response""",1
4819,20754491,"""RT @willhuw: PeterStefanovi2Nurses warn Theresa May Brexit is leaving NHS on brink of disaster https://t.co/SnhWopOoLC""",1
1561,1341723156,"""RT @DrBrianMay: Gotta give it to this guy. Hes an evangelist, for sure. Bri https://t.co/n8HFrEYby4""",1
15471,4384207354,"""RT @ryxnf: the pringle is the tories majority https://t.co/pa87NqqSYv""",1
16498,4900605999,"""RT @mrwilsunshine: @esseeeayeenn @bingaddick @SarahLudford @DavidHeadViews If Lib Dens had not agreed coalition, economy would have fa… """,1
11224,30196444,"""RT @daverussell: Ive been Tory Screwed (I got the Stolen British Steel Blues) @Controversialin A goodun! \nhttps://t.co/uuSFqhnYSS https://…""",1
5916,22520029,"""RT @Corbyn_Power: @jeremycorbyn Oh Jeremy Corbyn at Glastonbury inspiring a Nation never witnessed before #Glastonbury2017… """,1
24836,874546010311229441,"""RT @patspetition: Tories will press ahead with cruel benefits freeze despite soaring inflation https://t.co/ygjzZ67oHd""",1
12131,3222584008,"""RT @KennyLowe64: Very interesting analysis of a part-devolved Scottish tax system. https://t.co/iVHsNuVLdk""",1
12003,319619581,"""@Wilshaw755 @UKLabour I think #Corbyn already thinks hes PM as do his supporters! He thinks he won #GE2017 &amp; now b… https://t.co/1k2rIB6qzg""",1
25166,875493184180293632,"""RT @FrankThomas27: Good news - being comfortable with schoolchildren burning to death no longer official Tory policy\n\nhttps://t.co/tNVFhvfz…""",1
2614,1468292268,"""RT @GlastoFest: Jeremy Corbyn will be at the Festival tomorrow, to speak on the Pyramid Stage at 4pm and at the Left Field at 4.30pm. #Glas…""",1
16088,4764237802,"""RT @Rachael_Swindon: If you was one of the many that backed Jeremy Corbyn from day 1 you must be pretty chuffed with yourself, and rightly…""",1
447,112184737,"""RT @standardnews: Radiohead fans break out into Oh, Jeremy Corbyn chant at Glastonbury https://t.co/7xBfVZvU3S""",1
26441,9570042,"""RT @scarletmonahan: The repugnant mother of despair https://t.co/hbgUQtFp5i #Thatcher #Tory #80s #politics #theresamay 11""",1
16975,53655101,"""RT @SocialistVoice: Jeremy Corbyn wins a new victory. And it’s the one Theresa May’s been dreading https://t.co/y6t1HB8mRx""",1
12462,3243403917,"""RT @Hillycarol: Money grabbing Tories https://t.co/uycpT9VrEo""",1
23592,854084976870084608,"""RT @WarmongerHodges: Progress has been an important tool for billionaires and lobbyists to buy influence over Labour Party policy. Corby… """,1
22592,835790976392257536,"""RT @theipaper: Harriet Harman: Jeremy Corbyn is ‘man of the moment’ to lead Labour to government\nhttps://t.co/v4BGUvG6p2 https://t.co/CO6cI…""",1
9308,2775981424,"""RT @DbAshby: @ahddrv All those Tory mp landlords will be sleeping a little better tonight unlike some of their Tennants""",1
16146,4815242721,"""RT @ChiOnwurah: Yes! Tories claimed to be protecting poorest, but it was DWP who saved housing benefit, councils lost money &amp; priva… """,1
20944,760245251839762432,"""RT @beverleyhb57: Reading this is simultaneously heartbreaking and rage inducing https://t.co/wtgFB5iikq""",1
24212,868523826447089664,"""independent|Cross-party alliance of MPs forming to defeat Theresa Mays hard Brexit|https://t.co/MLQJT8v4tF https://t.co/fVYqaEcQ3Y""",1
4948,209988094,"""RT @MetroUK: Tory election call centre may have broken the law https://t.co/PWGghDOmoO""",1
3562,174748955,"""@TheRedRag @SocialistSki @Uberdry @Marshmyst Then, did nothing to help the victims, hid in and fled council offices… https://t.co/wRZhrcYw02""",1
23288,848169874891436033,"""RT @Channel4News: Oh, Jeremy Corbyn, Oh Jeremy Corbyn. Glastonbury crowds cheer the Labour leader as he delivers a political speech. http…""",1
25251,875728890723016704,"""@axuxjx Calling tweeters on #GE2017. You mind doing our survey at https://t.co/GI3XgyHo86""",1
11936,3172937751,"""https://t.co/K8Wo5FF4pW Take a LOOK! THIS was done under NEW LABOUR = Blairite TRASH cryptoTORIES! TWO of these were DEMOLISHED. This, a 3rd""",1
7472,2506656725,"""RT @CathyMcRorie: @OwenJones84 Supporters of SNP during election, tweeted Support Corbyn in Eng &amp; SNP in Scot. While SLab were tweeti… """,1
20548,749657379688607744,"""# TORY BURCH IVORY JELLY FLIP FLOTS SANDALS SIZE 5 https://t.co/AkQLwbLU5C https://t.co/Beml46nAFN""",1
26323,89780120,"""Labour meeting on 26/6, please support the NHS Reinstatement Bill as a Priority Private Members Bill.  https://t.co/vZX1L8BCsk @jessphillips""",1
16886,53007838,"""RT @drbenwhite: If you know a labour MP its important to try and get in touch with them via twitter/email before Monday morning https://t.…""",1
8318,2602051168,"""RT @tradasro: Labour and LibDem help the tories in Scotland. In Holyrood they vote with them. On the streets they ask you to vote… """,1
17648,59549064,"""RT @G1ZQC: @nevetsyesmar @jameswren1975 @McneillFitness @jeremycorbyn #Labour will stem the flow of finances to offshore accou… """,1
17609,59549064,"""RT @StFilansDream: Note carefully: the British Army is now in alliance with unionist Tories. Very worrying development &amp; shows Army now not…""",1
10958,296367001,"""RT @K_Niemietz: Only Jeremy Corbyn could speak at Glastonbury and think he was addressing the oppressed proletariat.\nhttps://t.co/gjkqnMx…""",1
2510,146422118,"""RT @Rachael_Swindon: Shouldnt laugh.\n\n😂\U0001f923😂\U0001f923😂\U0001f923😂\U0001f923😂 https://t.co/sqVSy4ltWb""",1
5322,212692070,"""RT @thisisamy_: BBC will report Theresa May meeting a handful of ppl in a village hall, but not Jeremy Corbyn addressing thousands at Glast…""",1
8213,2593262876,"""RT @EL4JC: Loving Jeremy Corbyns set at #Glastonbury, all the hits and some killer new tracks too....""",1
19717,734112761639276544,"""RT @_m0thership: Jeremy Corbyn pulling a pint at Glastonbury is the best thing ever https://t.co/26VQ2DVyzu""",1
8590,2695839951,"""RT @DancingTheMind: Veterans for .@jeremycorbyn \n\nWe just created breeding grounds for more extreme forms of (terrorism)… """,1
10398,2855638887,"""RT @MarcherLord1: Labour controlled since 1971 - awkward. https://t.co/P9b6rjAmGh""",1
26035,877105561132818433,"""@TheBestFitz What are your views on #GE2017? Please answer our survey https://t.co/BrHVVN6yhN""",1
13412,3366493624,"""RT @BENEFITS_NEWS: Ben Lowry: Hardball DUP tactics in Tory talks could one day rebound on unionism https://t.co/8LIcHbOzyw""",1
16997,53655101,"""RT @Independent: Theresa May single-handedly blocked plan to guarantee EU citizens rights after Brexit, George Osborne reveals https://t.co…""",1
1460,134125081,"""RT @MargaretRHallid: @KP82_LFC @BernardMcEldown @UKLabour Correction,  Some people voted Labour in spite of him, I for one voted Labour… """,1
26172,89780120,"""Labour meeting 26/6, please support the NHS Reinstatement Bill as a Priority Private Members Bill.  https://t.co/vZX1L8BCsk @CliveEfford""",1
21734,794141743017054208,"""RT @AngelaRayner: Thanks David our welfare system is worth defending and must always remain a core Labour value https://t.co/saxYdf6Moz""",1
7701,2519858199,"""RT @drbenwhite: To all my followers! This is a really important tweet to RT. &amp; tag any labour MPs before Monday https://t.co/RIh2ktmHp4""",1
26591,96441830,"""RT @Rachael_Swindon: Jeremy Corbyn arrives on stage at the Unison Conference to a standing ovation and shouts of Ooooh Jeremy Corbyn... h…""",1
21950,798516085796536321,"""RT @OorPolly: Majority of Scots want the option of indyref2 kept on the table https://t.co/FuIrfF5Rf4\nDont ken whit Doors Labour huv knock…""",1
9434,27839828,"""Fawning Glastonbury crowd laps up Corbyns rabble-rousing speech -Elite got it WRONG https://t.co/gNAnP6SVPy peace &amp; ❤️ Hamas Hezbollah IRA""",1
3173,156680202,"""RT @nwsocialist: Patriotic: Jeremy Corbyn at #Glastonbury or Ruth Davidson as military dictator?""",1
26045,877122281658601472,"""@SpilledTank What are your views on #GE2017? Please answer our survey https://t.co/eGem4UhPS9""",1
2075,144299276,"""RT @PATSTONE55: Looking forward to seeing the rest of this. Love how he saved his coolest dicky dirt for Glasto.\nhttps://t.co/NOWAmNLZ0U""",1
22881,841832421939122177,"""@Theknowlestweet things about the snp that simply arent factual. Thats my main issue..that and Scottish labour being right wing""",1
16436,489315806,"""RT @DancingTheMind: Why #GE2017 is quite literally,  about life and death. \n\nA few words from myself, a Doctor, working in your #NHS ⬇️… """,1
9828,28191537,"""RT @WillBlackWriter: Tory MPs and hacks still think it works to say Magic money tree. That snobby grasping attitude caused children to bu…""",1
3561,174748955,"""RT @LabourCfS: Three terrible Tory policies Labour voters stopped this election. Next time, lets get them out! #Labour https://t.co/GNJTyP…""",1
14048,347810094,"""RT @OwenJones84: The myth Corbynism represents middle-class young hipsters needs binning. Young working-class support Labour the most https…""",1
649,115182311,"""#Corbyn pledged over £10bn for free university tuition, but only found at most £500m that wont even reverse savage… https://t.co/YlRwsRMr1q""",1
9492,27839828,"""RT @yankeeperson2: Disrespect for our Armed Forces.  Corbyn is sickening. https://t.co/A1rxUmypd6""",1
23577,854084976870084608,"""Youve got to love this. Sums up their hearts. https://t.co/zzNeuG8P66""",1
1406,1337830795,"""RT @NHAparty: If @UKLabour really are a government in waiting they should throw their full support behind the NHS Reinstatement… """,1
2460,1463611489,"""RT @WillBlackWriter: Hi @andrealeadsom wouldnt another term for media organisations being manipulated to support the failing Tory Party li…""",1
9200,2743684155,"""RT @paullewismoney: Whatever you think of Corbyn no other politician in my lifetime could command such a crowd or receive such a recept… """,1
23982,858261808787927040,"""RT @OwenJones84: This was last night: Jeremy Corbyn takes the Pyramid Stage at 4pm. https://t.co/kP8LRFaP5g""",1
1414,1337830795,"""RT @imajsaclaimant: Jeremy Corbyn discusses the possibility of corporate manslaughter charges following the #GrenfellTower tragedy https://…""",1
9030,2728197467,"""RT @TheRedRag: It appears Camden towers havent met safety standards for years but this only came to light due to investigation ordered by…""",1
6241,231497466,"""RT @AbiWilks: 70% OF 18-34s WHO ARE UNEMPLOYED, CASUALLY EMPLOYED OR DOING SHOP/WAREHOUSE/CATERING/BAR WORK VOTED LABOUR.""",1
16171,4815242721,"""RT @RichardJMurphy: Whats amazing about Theresa May is she ran a dire campaign and has been appalling since but she then goes to the EU an…""",1
4605,20004497,"""RT @HRHTudor1976: Politics has changed passed to the younger generation 🙌 https://t.co/Mi6KtYgVF8""",1
3621,176087555,"""RT @NeilClark66: 5yrs ago this week I was on antiwar platform with a Lab backbencher called Jeremy Corbyn Now hes headlining #Glastonbury…""",1
994,1262391883,"""RT @carolinejmolloy: The Corbyn/Glasto thing is a bit surreal but it makes me happy to think how jealous Tony Blair must be feeling https:/…""",1
4187,1926562094,"""RT @celticman223: if another election is called its got to be the SNP the only party looking after Scotlands interests. SLAB and TORY DO NO…""",1
24467,870705205267922946,"""RT @vincecable: Labour won over young voters. But it is betraying them on Brexit | Vince Cable https://t.co/Zgro9ovOvt""",1
24614,870721401279442948,"""RT @NameChangeGirl: Love you Liverpool! Theresa May booed &amp; heckled with shouts of shame on you at Armed Forces Day in Liverpool https:…""",1
24857,874546010311229441,"""RT @JohnEdwards33: Tory high command are in the bunker: Fingers trembling as they put their glasses on: Visibly loosing control. https://t.…""",1
16090,4764237802,"""RT @Stormzy1: And Jeremy Corbyn is a real life legend me and my brothers have never believed in a politician in our life times. His sons ar…""",1
218,1048300700,"""RT @ProgressOnline: The Tories will never, ever try to fight a general election on anything other than the economy again. -… """,1
5855,2236296698,"""RT @Thomashornall: Jeremy Corbyn just endorsed £10/ph min wage for 16 year olds at Unison conference b/c young people dont eat less than…""",1
19516,728021521,"""@pooleyss47 @JohnLockeZero @KapturekCzarny @BriefcaseMike @WinnieWoos \rDesigned to get us out of a Labour financial problem. Done its job.""",1
26359,89780120,"""Labour meeting 26/6, please support the NHS Reinstatement Bill as a Priority Private Members Bill.  https://t.co/vZX1L8BCsk @annaturley""",1
15802,4583248217,"""RT @gaurangmorjaria: Bet you never heard about how Tory Home Secretary did not even know salary of Police Officers! For more info read:… """,1
5666,2220840868,"""RT @skwawkbox: Because you can never have too many self-interested saboteurs in the Labour party #WhipRoundForProgress""",1
11913,3124440627,"""RT @Channel4News: Oh, Jeremy Corbyn, Oh Jeremy Corbyn. Glastonbury crowds cheer the Labour leader as he delivers a political speech. http…""",1
19405,727435232782200832,"""hey MGoodbrand_Eng, you may want to check https://t.co/YcwU2z8VHw for latest updates on #Glastonbury 🔥\r https://t.co/hGaInugPVp""",1
5123,210163237,"""RT @EL4JC: It just gets bigger.... Oh, Jeremy Corbyn!! @Stormzy1 conducts the crowd at #Glastonbury https://t.co/6JVo5XQKxP""",1
10750,294075128,"""RT @gaurangmorjaria: Wow!! Chants of O Jeremy Corbyn during Radio Head gig at Glastonbury Festival! #Glastonbury @radiohead #forthemany h…""",1
24256,868523826447089664,"""independent|Man of the moment Jeremy Corbyn can lead Labour into government, says Harriet Harman|… https://t.co/0E2An5zc0V""",1
25077,874546010311229441,"""RT @OhStevenCarne: And he knows about @nhsbillnow - lets push! https://t.co/ZY1GWUHtaF""",1
25717,876411310606622720,"""RT @C4Ciaran: Europes leaders will not negotiate with Theresa May- the Times 😵👇 https://t.co/pl7UqHjA9s""",1
17163,54999242,"""RT @mac123_m: Corbyn receives the love of people at #Glastonbury. May gets the bird in Liverpool. She is destroying society. Corb… """,1
6071,2288515068,"""RT @Harryslaststand: On #ArmedForcesDay we should never forget that the Tories selling arms to tyrant states like Saudi Arabia puts our for…""",1
5372,212973087,"""RT @Thomashornall: As the hall waited for Mr Corbyn, a delegate treated the crowd to a rendition of (Jeremys Standing) So Strong https://t…""",1
19180,726099958013792257,"""RT @JeremyCorbyn4PM: #OhJeremyCorbyn \n\nJez inspiring biggest crowds at @GlastoFest \n\nhttps://t.co/fHbGCTUX1Q""",1
12194,3231068674,"""RT @lucyholly_: jeremy corbyn just got driven past us and now everyone is following the car while chanting, i love glasto so much""",1
6907,244991106,"""RT @JohnBooth2017: Donnas hard work self-justification is the Thatcher era loadsamoney mantra. If youre not one of us youre t… """,1
6057,2288515068,"""RT @Corbyn_Power: @jeremycorbyn Oh Jeremy Corbyn at Glastonbury inspiring a Nation never witnessed before #Glastonbury2017… """,1
25447,876076652329041920,"""@ncar999 What are your views on #GE2017? Please answer our survey https://t.co/ErcT8GMfz5""",1
17464,578340153,"""RT @rachshabi: Politics is volatile, but Labour has poss shifted UK mood from mean bigotry into hopeful collectivism. So why are centrists…""",1
24448,870705205267922946,"""@James4Labour @jeremycorbyn @guardian @JeremyCorbyn4PM @AaronBastani @OwenJones84 @Kevin_Maguire @chunkymark… https://t.co/7ItNpTbFsD""",1
20992,764914283679510528,"""RT @demindblower: Hundreds died in Grenfell Tower fire, says shadow Home Secretary Diane Abbott https://t.co/BuqwgEqU5j""",1
10471,2912926151,"""RT @MagpiesView: No doubt. I wonder what the excuse will be for not prosecuting this time. https://t.co/Ff0GrUx7ws""",1
16455,4900605999,"""RT @LordStras: More Tory delusion, claiming 85% voted in GE for Brexit. Half of them voted against nasty-Tory, dementia tax &amp; austerity, no…""",1
8591,2695839951,"""RT @zebra_crispy: I didnt at first, Rachael, but my God, Im delighted to say I was wrong.\nSix amazing weeks campaigning did it for… """,1
