14agree-disagree,DotcountREL,CommacountREL,ExclcountREL,WordcountREL,UppercasecountREL,LowercasecountREL,SpecialcharREL,NumbercountREL,CharcountREL,UniquewordsREL,ApicescountREL,QuotescountREL,OpenparREL,CloseparREL,OperatorcountREL,HashtagcountREL,DottycountREL,LinkcountREL,14agree-disagreeREL
1,0,0,0,1.030986055,0,1.074137681,0.575474732,0,1,1.030986055,3.232243814,0,0,0,0,0,0,,-36.33048293
-1,1.079640657,0.817458396,0,0.928448204,0,1.054705276,0.450050752,0,1,0.928448204,0,0,0,0,0,0,0,,18.94153384
1,2.786425519,0.468836433,0,1.008932878,0,0.995683507,1.548704057,0,1,1.008932878,6.765529945,0,0,0,1.53993493,0,8.116629351,,-10.86352676
,0,0,0,1.089006916,1.595885922,0.849364425,1.950219924,9.932809007,1,1.089006916,0,0,0,11.90069573,14.95936789,9.140335797,0,,
0,0.432595743,1.310173045,0,0.998567129,0,1.035942032,0.6612047,0.857215024,1,0.998567129,1.350458032,0,0,0,0,0,0,,0
,3.715234025,0,0,0.672621918,0,1.02780233,1.032469371,0,1,0.672621918,0,0,0,0,0,0,0,,
-1,1.669400311,0,0,0.957078765,0.442911071,0.986203502,1.314465411,0,1,0.957078765,0.868576532,5.77543902,0,0,0,0,4.862826395,,9.762817
-1,0.842119712,0.850156731,0,1.245097907,0,1.043504866,0.624070376,0,1,1.245097907,0,0,0,0,2.79241534,0,0,,9.849597595
1,0,0,0,1.078733265,0,1.092039976,0,0,1,1.078733265,0,0,0,0,0,0,0,,-41.81432941
,0,0,4.81047092,1.033244513,0,1.065725759,0.21146963,0,1,1.033244513,0,0,0,0,0,0,0,,
-1,0,0,9.981727159,1.143457261,0,1.037437977,0.877598966,0,1,1.143457261,0,0,0,0,0,0,0,,55.40398647
-1,1.066874635,0.646234002,1.348882049,1.023703291,0.679329818,1.029321463,0.474377819,0.845631037,1,1.023703291,0,0,0,0,0,0,0,,7.487025199
1,0,0.664184946,2.772701989,1.091842871,0.349100046,1.04653831,0.548499354,0.434560394,1,1.091842871,0.684607197,0,0,0,0,0,0,,-7.694998121
-1,0,1.83928139,0,1.099478136,10.63412446,0.903033057,0.168769032,2.406796029,1,1.099478136,0,0,0,0,0,0,0,,21.30922557
,0.505271827,0,0,1.029111535,0,1.030885737,0.210623752,3.003681444,1,1.029111535,0,0,0,0,0,0,0,,
1,1.894769353,0.717319742,0,1.000525104,1.759464229,0.920043679,1.667438035,4.380368772,1,1.000525104,0,0,0,0,5.497567701,10.07722022,2.759653979,,-5.540398647
1,0.590270826,0.893856377,11.19446037,1.335814558,0.939633767,0.959362222,1.148260329,3.508973649,1,1.335814558,3.685362106,0,0,0,0,0,0,,-20.71177064
1,0.877208034,1.328369893,0,1.032287805,0,1.016203866,1.218887452,0,1,1.032287805,2.738428787,0,0,0,0,0,0,,-30.77999249
1,4.074772801,0,0,0.922142953,0,0.951131592,1.132385762,0,1,0.922142953,0,0,0,0,0,0,0,,-71.4890148
-1,0.5093466,1.928278877,0,1.106571543,0.405406504,1.030392558,0.707741101,0.50465078,1,1.106571543,0,0,0,0,0,0,0,,8.936126851
-1,8.484041877,0,0,1.023991577,0,0.863852518,3.143638086,0,1,1.023991577,0,0,0,0,0,0,24.71331922,,33.07700685
1,1.288958743,3.90378091,0,1.166793124,1.025926664,0.924891,1.432814638,1.277075444,1,1.166793124,2.011906864,0,0,0,0,0,0,,-22.61387203
-1,0,0,0,0.893325985,0,1.057913726,0,0,1,0.893325985,0,0,0,0,0,0,0,,69.25498309
1,0,0,27.22289225,0.909568276,0,0.992763614,1.196725862,0,1,0.909568276,0,0,0,0,0,0,0,,-50.36726043
-1,7.479352708,0,0,1.05318432,0,0.948350505,2.078523866,1.646755177,1,1.05318432,0,0,0,0,0,0,21.78674194,,29.15999288
-1,0.457673757,0.693062553,0,1.118599495,0.728556617,1.004993311,1.399070815,0,1,1.118599495,0,9.500178678,0,0,0,0,0,,16.05912651
1,0.717715664,1.086848094,4.537148709,0.974537439,1.14250924,0.992763614,0.797817241,1.422197653,1,0.974537439,2.240532644,0,0,0,0,0,0,,-25.18363022
-1,0,0,0,1.334033472,0,1.092039976,0,0,1,1.334033472,0,0,0,0,0,0,0,,73.87198196
-1,0.717715664,1.901984165,0,0.828356823,1.14250924,1.023787477,0.847680819,0,1,0.828356823,0.560133161,0,2.291518216,2.129954065,0,0,0,,6.295907554
1,1.662078379,0,0,1.05318432,23.81229784,0.747185246,0.461894192,0,1,1.05318432,0,0,0,0,0,0,0,,-58.31998576
-1,3.827816874,0,6.049531611,0.866255501,1.523345653,0.926579373,1.329695402,0,1,0.866255501,0,0,0,0,0,0,8.362587816,,33.57817362
,0,2.732646637,0,1.470159336,0,1.060838833,2.507425616,0,1,1.470159336,0,0,0,0,0,0,0,,
,1.214595739,1.471425112,15.35650332,1.231415512,0,0.991236286,1.147629417,0,1,1.231415512,1.516668251,0,0,0,0,0,0,,
,2.146178878,0.464284623,0,1.110152681,0,0.996619007,1.022445397,1.822622235,1,1.110152681,3.828482965,0,0,0,0,0,2.679275708,,
-1,1.943353182,0.735712556,0,1.055499011,0,1.041638131,0.675076127,0,1,1.055499011,0,0,0,0,0,0,4.245621507,,17.04738045
1,1.257590278,0.634796232,7.95004818,0.948664763,4.448708545,0.891510511,1.630936131,4.430208619,1,0.948664763,0.436209895,4.834161717,0,0,2.08504464,3.82195457,2.442171663,,-4.903007653
,1.0186932,0,0,1.014357248,0,1.039199332,0.283096441,2.018603121,1,1.014357248,0,0,0,0,0,0,0,,
,0,0.817458396,6.825112587,1.221642373,0,1.017370576,0.600067669,3.209061371,1,1.221642373,0,0,0,0,2.68501475,0,0,,
1,0,0,0,1.559259902,0,0.992763614,0,0,1,1.559259902,0,0,0,0,0,0,0,,-201.4690417
1,2.296690124,1.738956951,0,1.455309242,1.828014784,0.853776708,1.91476138,2.275516245,1,1.455309242,3.584852231,0,14.66571658,13.63170601,0,0,0,,-40.29380834
1,0.53524558,0.810530782,0,1.017483156,0,1.055021671,0.297491175,0,1,1.017483156,0,0,0,0,0,0,0,,-18.78101236
0,2.082164124,0,0,1.319373763,1.1048441,0.972035583,0.771515574,1.375312016,1,1.319373763,2.166668931,0,0,0,0,0,0,,0
-1,0,1.654716822,1.381553932,1.167196859,0,1.046695755,0.607334924,0.433056725,1,1.167196859,0,0,0,0,0,0,0,,7.66837183
-1,0.469583483,0.711097638,0,0.977677212,0,1.035205181,0.685114434,1.163135627,1,0.977677212,0.366481176,0,2.998566588,2.787151787,0,0,0,,4.1192555
-1,0,0,0,1.286389419,0,1.023787477,0.438799483,0,1,1.286389419,0,0,0,0,0,0,0,,27.70199324
,0.620727061,0.704982548,0.981005126,0.955222282,1.729203174,0.933734426,1.50938397,4.61253293,1,0.955222282,0.968878981,0,1.981853592,1.842122434,4.631155662,8.4890588,0,,
-1,1.676787038,0.423197488,0,1.163695443,0,1.034055552,0.854299878,1.107552155,1,1.163695443,0,0,0,0,1.39002976,2.547969713,0,,9.806015305
-1,2.037386401,4.627869304,0,0.922142953,0,0.986358688,1.415482203,0,1,0.922142953,0,0,0,0,0,0,0,,35.7445074
-1,0.671904026,1.017474812,0,1.033977311,0,1.045570189,0.560169553,0,1,1.033977311,0,0,0,0,0,0,0,,11.78808223
1,0.554026126,0.419485229,0,1.128411771,0,1.072881379,0.461894192,0,1,1.128411771,0,0,0,0,0,0,0,,-9.719997627
-1,1.061495436,3.214878396,3.355202406,1.297199414,0,0.991095104,1.179964996,1.051709189,1,1.297199414,0,0,0,0,0,0,0,,18.62318873
,0.289720084,2.193638355,1.83150957,0.996591191,0,1.006880895,0.966163999,0,1,0.996591191,0.904435196,0,3.700066111,3.439191884,0,0,0,,
-1,0,0,0,1.191101314,0,1.04653831,0.731332471,0,1,1.191101314,8.215286362,0,0,0,0,0,0,,92.33997746
,0.513487629,1.166373565,0,0.952881051,7.765347354,0.936668434,0.856194113,0,1,0.952881051,0.801491352,0,3.278920375,3.04773915,1.27701921,0,0,,
1,1.05264964,0.797021936,0,1.095813209,0,1.028337644,0.585065977,1.042944946,1,1.095813209,0,0,0,0,0,0,0,,-18.46799549
1,1.554682546,0.882855067,0,1.073090661,0.309356348,1.024837516,0.702079173,1.925436823,1,1.073090661,0,0,0,0,1.93321062,0,0,,-6.818952181
1,3.383516701,1.707904148,0,0.952881051,0.598457221,0.955534979,1.56714101,3.724803378,1,0.952881051,1.173612337,0,0,0,1.869920987,0,6.570604712,,-13.19142535
,1.0186932,1.542623101,0,1.014357248,1.621626018,0.757382564,2.830964405,14.13022185,1,1.014357248,0,21.14555899,0,0,0,0,0,,
1,0.853499708,1.292468004,0,1.081648761,1.358659637,1.018253491,0.948755639,0,1,1.081648761,2.664417198,0,0,0,0,0,0,,-29.9481008
1,1.554682546,0.882855067,0,1.073090661,0.309356348,1.024837516,0.702079173,1.925436823,1,1.073090661,0,0,0,0,1.93321062,0,0,,-6.818952181
-1,2.74604254,0,0,1.077169884,0,0.997079978,1.271882559,0,1,1.077169884,0,0,0,0,0,0,7.998997041,,32.11825303
-1,0.701766427,1.062695914,0,1.461084278,0,1.055638643,0.780087969,0,1,1.461084278,0,0,0,0,0,0,0,,24.62399399
1,1.603019757,0,8.106986525,1.160870316,0,0.958999572,0.980059759,6.352964136,1,1.160870316,0,0,0,0,1.59465343,0,2.801679167,,-11.2495404
-1,0.657906025,0.49813871,0,1.04221365,0.523650068,0.995348936,1.096998707,1.955521773,1,1.04221365,0,6.828253425,4.20111673,3.904915785,0,0,0,,11.54249718
,2.74604254,1.819289201,0,0.916630142,0,0.994112478,1.621650263,0,1,0.916630142,1.607338636,0,2.19188699,2.037347366,0,0,5.999247781,,
1,0.173991676,1.580869955,2.199829677,0.960756101,1.384859685,1.013822236,0.676935841,0.344775189,1,0.960756101,1.629478287,0,2.22207827,2.065410002,0,0,0,,-6.105122476
-1,2.551877916,0,0,0.981756235,0,1.025855735,1.063756322,0,1,0.981756235,1.991584573,0,0,0,0,0,5.575058544,,22.38544908
1,1.913908437,5.796523169,0,1.386008802,0,0.992763614,1.063756322,0,1,1.386008802,0,0,0,0,0,0,0,,-67.15634724
-1,0.6791288,2.056830802,0,1.106571543,1.081084012,1.009843418,0.943654802,0,1,1.106571543,2.1200739,0,0,0,0,0,0,,23.8296716
1,0.53524558,0,3.383636325,1.259741051,4.260203945,0.934712182,1.189964699,1.060621979,1,1.259741051,3.341811401,0,6.835715357,6.353761278,2.662260388,0,0,,-18.78101236
0,2.460739419,0,0,0.96525613,1.305724846,0.992763614,0.911791133,0,1,0.96525613,0,0,0,0,4.079827607,0,7.167932414,,0
0,0,0,0,1.157931404,3.818005561,0.99527694,0.444353907,0,1,1.157931404,0,0,0,0,3.976540832,0,0,,0
1,0.971676591,1.471425112,0,1.055499011,0,1.058438746,0.540060902,0,1,1.055499011,0,0,0,0,0,0,0,,-34.09476091
,1.472237259,2.229431988,0,0.98619857,0.23436087,0.987672519,1.104670027,3.209061371,1,0.98619857,0.91919288,0,0,0,0.73227675,0,1.286551972,,
1,0,0,19.01281364,1.089006916,1.595885922,1.005370136,1.393014231,0,1,1.089006916,3.1296329,0,0,0,0,0,0,,-35.17713427
-1,1.25067284,0.946956755,0,1.010835627,0,1.019443259,1.092343833,0.354040717,1,1.010835627,0.557756358,0,3.422691989,3.181374105,0.44433766,0.814485368,2.341997719,,3.134596123
-1,0.277013063,1.048713073,0.875590102,1.003032685,0,1.051327959,0.384911827,1.097836785,1,1.003032685,0.432383493,0,0,0,0.688918258,0,0,,4.859998813
-1,0.604392138,1.830481001,0,1.094217475,0.962113044,1.034564187,0.419903811,0,1,1.094217475,0,0,0,0,0,0,0,,10.60363377
-1,3.197922958,0,0,1.230302117,0,1.009100231,0.888707813,0,1,1.230302117,0,0,0,0,0,0,6.98646577,,28.05265138
-1,1.839581896,0,0,1.082398864,0.4880622,1.001920172,1.278056746,0,1,1.082398864,0,6.364197367,0,0,0,0,2.679275708,,10.75805563
1,0,0,0,1.071991183,6.283800819,0.88728248,0,7.822087093,1,1.071991183,0,0,0,0,0,0,0,,-138.5099662
1,0.806284831,0.813979849,0,1.070470628,0.427833247,1.022335296,1.120339105,0,1,1.070470628,0.839007969,5.57882833,3.432401754,3.19039928,0,0,0,,-9.430465783
-1,0.906588207,0.9152405,0,1.094217475,0.481056522,0.977088399,0.839807623,0,1,1.094217475,0,0,0,0,0,0,0,,10.60363377
1,0,0,0,1.071991183,0,1.080664559,0.182833118,1.303681182,1,1.071991183,0,0,0,0,0,0,0,,-23.08499436
1,2.037386401,0,0,1.106571543,29.18926832,0.598860632,0.566192881,4.037206242,1,1.106571543,0,0,0,0,0,0,0,,-71.4890148
1,0.49150956,1.488601281,2.330364317,1.00108126,0,1.047423556,0.682956393,0,1,1.00108126,0,0,0,0,0,0,0,,-4.311594278
-1,0,0.462041702,0,1.187648846,0.485704411,1.034008866,0.169584341,3.023028828,1,1.187648846,0,0,0,0,0,0,0,,10.70608434
-1,1.994494055,0.671176367,0,1.103335954,0.352774783,0.931107769,1.84757677,3.513077712,1,1.103335954,1.383627177,0,0,0,4.409076853,10.10247641,3.873198567,,7.775998102
-1,0,0.803719599,0,1.0569773,0,1.082863169,0.147495624,0,1,1.0569773,0,0,0,0,0,0,0,,18.62318873
1,0,0,7.985381727,1.029111535,4.021632524,0.939154379,0.351039586,2.50306787,1,1.029111535,0,0,0,0,0,0,0,,-44.32318918
-1,0.568999806,0,0,0.978634593,0.905773091,0.993657996,0.632503759,1.127508049,1,0.978634593,1.776278132,0,0,0,0,0,0,,19.96540053
,1.494887063,1.131865471,0,0.744262123,2.379664216,0.8529543,1.973299449,7.405526242,1,0.744262123,0,0,0,0,7.435425462,13.62937646,3.265862697,,
1,1.275938958,0,0,1.155007335,0,1.014825028,0.886463602,1.264175692,1,1.155007335,1.991584573,0,0,0,0,0,0,,-22.38544908
,0.513487629,1.555164753,0,0.74371204,1.634809969,0.932229247,1.284291169,4.070029057,1,0.74371204,0,0,0,0,5.108076841,9.363270817,0,,
1,2.870862655,0,0,1.169444926,6.855055439,0.71975362,3.989086207,2.844395307,1,1.169444926,4.481065288,29.79601494,0,0,0,0,0,,-50.36726043
1,0.586615899,0.296107221,0,1.008932878,0.622543734,1.034564187,0.652085919,1.162415419,1,1.008932878,0,0,0,0,0.972590482,1.782789954,0,,-6.861174795
-1,1.11293354,0,0,1.234127881,1.328733213,1.024689492,0.386607474,1.654009606,1,1.234127881,1.737153063,0,0,0,0,0,0,,9.762817
-1,0.894603094,2.167538409,0,1.052758102,0.569636335,0.983764057,1.342502667,0.709084382,1,1.052758102,0.558546382,3.713950871,0,0,0.889934067,1.63127806,1.563543331,,6.278072122
1,0.461014441,0.698121404,0,1.085032438,1.467749097,1.028271218,0.512466549,0.91352842,1,1.085032438,1.439174253,0,0,0,0,0,0,,-16.17634642
1,1.275938958,1.449130792,0,1.183882518,0,1.047917148,0.975109962,0,1,1.183882518,0.995792286,0,0,0,0,0,0,,-11.19272454
1,0.682799767,1.033974403,19.4239015,0.95803176,5.434638547,0.850020305,2.182137969,3.382524148,1,0.95803176,0,0,0,0,5.094271228,6.225309786,0,,-11.97924032
1,0,1.386125106,17.35952549,1.160029106,11.65690587,0.838813315,1.271882559,0,1,1.160029106,0,0,0,0,0,0,0,,-32.11825303
-1,0,0,0,1.368927707,0,1.030516597,0.741632929,1.762723852,1,1.368927707,0,0,0,0,0,0,0,,31.21351351
,0.23566783,0.713750987,1.489810024,1.109324209,0,1.063516543,0.327462301,0,1,1.109324209,0.735697286,0,0,0,0,0,0,,
-1,0.482129606,0,0,1.091085173,0,1.05035906,0.669922875,0,1,1.091085173,0,0,0,0,0,0,0,,16.91724778
1,0,0,0,1.270508068,11.17120146,0.92216709,0,0,1,1.270508068,0,0,0,0,0,0,0,,-49.24798798
,1.1278389,0,0,1.276179979,0,1.053038548,0.470142303,0,1,1.276179979,0,0,0,0,0,0,0,,
1,4.355791615,1.649010902,0,0.887165117,0,0.979070323,2.118342331,0,1,0.887165117,0,0,0,0,0,0,9.516048204,,-38.20964584
-1,0.607297869,1.83928139,0,0.934556416,0.966738588,0.966035363,1.012614191,1.203398014,1,0.934556416,3.791670629,0,0,0,0,0,0,,21.30922557
1,0.3395644,1.028415401,0,0.737714362,1.081084012,0.96874514,0.849289322,4.037206242,1,0.737714362,0,0,0,0,3.377921782,6.191840379,0,,-11.9148358
,0,0,0,0.893325985,0,0.88728248,2.193997414,0,1,0.893325985,0,0,0,0,0,0,0,,
1,0,0,0,1.106571543,12.97300814,0.8806774,0,2.018603121,1,1.106571543,0,0,0,0,0,0,0,,-35.7445074
-1,0.515583497,1.561512364,1.62966974,1.096785536,0,1.038552303,0.573125855,1.532490533,1,1.096785536,0,0,0,0,0,0,0,,9.045548812
,0,0,0,1.089006916,0,1.05737204,0.557205692,0,1,1.089006916,0,0,0,0,0,0,0,,
-1,0,0,8.972339019,1.220544268,0,0.969338855,1.183279504,2.812435809,1,1.220544268,2.21535812,0,0,0,3.529738492,6.47012534,0,,24.90066808
-1,1.134592427,1.145420746,0,1.044175044,0.301020399,0.98087423,1.523974252,1.873553795,1,1.044175044,1.180639956,6.542039209,2.41501321,2.244742008,0.940559059,0,1.652487413,,6.635207961
,0.461014441,0.698121404,0,0.813774328,1.467749097,0.98044465,0.832758143,2.740585259,1,0.813774328,0,0,0,0,3.439562691,6.304830167,0,,
,0.45113556,0,0,0.966493638,0.478765777,1.050438453,0.54327555,0.29798427,1,0.966493638,0.469444935,3.12148728,0,0,0,0,0,,
-1,0,0,5.871604211,1.177088357,0,1.043861741,0.516234686,1.840491081,1,1.177088357,0,0,0,0,0,0,0,,32.59058028
-1,1.010543655,0.765141058,0,1.189195552,0,1.022149417,0.702079173,0,1,1.189195552,1.577334981,0,0,0,0,0,0,,17.72927567
,0.499939143,1.514131382,0,0.980537229,0.26527919,1.04017528,0.694669366,0.330220036,1,0.980537229,1.040458431,0,0,0,0,0,0,,
-1,1.37302127,0,0,1.242888328,0,1.020819977,0.381564768,2.720725945,1,1.242888328,0,0,0,0,0,0,0,,48.17737954
,0.226376267,2.742441069,0,0.758206428,1.441445349,0.974616322,0.943654802,2.691470828,1,0.758206428,0,0,0,0,2.251947855,4.127893586,0,,
1,0.847771522,0,2.679658298,0.959276226,0.674770558,0.989432193,0.942388151,1.679911322,1,0.959276226,1.323267602,0,0,0,2.108367287,3.86470574,0,,-14.87355342
,0,2.079187658,4.339881373,1.242888328,1.092834925,0.949599979,1.335476687,4.081088918,1,1.242888328,2.143118181,0,0,0,3.414638323,6.259142992,0,,
0,0.709651443,1.074636318,0,1.28478344,2.259344115,0.932528518,0.591639752,4.218653713,1,1.28478344,0,0,0,0,0,0,0,,0
0,0,3.59558768,3.002023206,1.289613453,4.535675779,0.952455919,0.923788385,0,1,1.289613453,0,0,0,0,0,0,0,,0
0,1.121165297,0.565932735,0,1.116393184,0,1.059731101,0.519289329,0.740552624,1,1.116393184,0,0,0,0,0,0,3.265862697,,0
-1,0,1.275235097,2.661793909,1.067226777,0,1.04107811,0.936105563,0,1,1.067226777,0,0,0,0,0,0,0,,14.77439639
-1,0.899060191,0.340365239,0,0.996964516,0,1.045404816,0.624625598,0,1,0.996964516,0,0,0,0,0,0,0,,7.886688466
-1,0.207078618,1.254329604,0,0.918514849,0.32964201,1.027591715,0.517927258,1.64135598,1,0.918514849,0.646448763,0,0,0,1.029989265,1.888003788,0,,7.266096587
,2.526359137,0,0,1.143457261,0,0.960995178,0.702079173,0,1,1.143457261,0,0,0,0,0,0,0,,
-1,0,0,18.83344747,1.132669929,12.33047708,0.855087905,0.827923552,1.180692391,1,1.132669929,0,0,0,0,0,0,0,,20.90716471
,0.571574465,0.865544184,0,1.086543099,0.454935806,1.037685045,0.476524325,0.566304948,1,1.086543099,0.892157795,0,0,0,0,0,0,,
1,13.29662704,0,0,0.902729417,0,0.862136823,3.69515354,0,1,0.902729417,0,0,0,0,0,0,29.04898926,,-116.6399715
,0,0,0,1.129340505,0,1.078558001,0.650073308,0,1,1.129340505,0,0,0,0,0,0,0,,
-1,0.918008407,1.668185447,0,1.013821118,0.584539611,1.034898349,0.612278348,0.363818004,1,1.013821118,0.573159514,0,0,0,0.913217226,0,0,,6.442324009
-1,0,0.803719599,3.355202406,0.912844032,2.534642347,1.018625523,0.589982498,0,1,0.912844032,1.656864476,0,0,0,2.639888452,0,0,,18.62318873
1,0,0.803719599,3.355202406,1.201110569,0.844880782,1.046155943,0.589982498,0,1,1.201110569,1.656864476,0,0,0,0,0,0,,-18.62318873
,0,3.242123128,0,1.259741051,0,1.036512519,0.892473524,0,1,1.259741051,0,0,0,0,0,0,0,,
-1,0.877208034,0,0,1.032287805,0,1.061705532,0.24377749,0,1,1.032287805,0,0,0,0,0,0,0,,30.77999249
-1,1.746331201,0.881498915,5.51984912,0.948489894,0.463321719,0.890742284,1.375039854,10.95813123,1,0.948489894,3.6344124,0,0,0,1.447680764,0,0,,10.2127164
1,0.444781538,2.357388824,0,1.147483519,0,1.022826174,0.927041161,1.322042889,1,1.147483519,0,0,0,0,1.106150443,0,0,,-7.803378377
-1,0.62533642,0.473478378,0,0.919860421,0.995453595,0.989323344,0.825464374,3.097856274,1,0.919860421,1.464110441,0,0,0,2.332772716,4.276048182,0,,5.485543215
,4.141572355,3.135824009,0,0.93726005,0,0.913017029,2.589636292,0,1,0.93726005,6.464487629,0,0,0,0,0,9.048045834,,
,0.548017166,1.244806494,1.732186926,1.016957651,0.21809287,0.992548264,1.218358651,2.714824154,1,1.016957651,0.427693867,4.739785457,1.749705883,1.626342366,0.68144626,1.249113135,0,,
-1,1.184230845,0,0,0.929059025,0,1.051088476,0.329099612,0,1,0.929059025,0,0,0,0,0,0,0,,13.85099662
-1,0.40747728,1.234098481,0,1.106571543,0,1.04976746,0.452954305,0,1,1.106571543,0,0,0,0,0,0,0,,14.29780296
1,0.877208034,0,0,1.032287805,0,1.054121921,0.24377749,0,1,1.032287805,0,0,0,0,0,0,0,,-15.38999624
1,0,0,0,1.099478136,1.933477175,0.997536516,0.337538064,0,1,1.099478136,0,0,0,0,0,0,0,,-21.30922557
-1,1.214595739,0,0,1.319373763,0,1.050038438,0.675076127,0,1,1.319373763,0,0,0,0,0,0,0,,42.61845113
1,0.664831352,0,0,1.263821184,0,1.046059345,0.739030708,0,1,1.263821184,2.075440765,0,0,0,0,0,0,,-23.3279943
1,1.592243153,0,0,1.201110569,10.98345017,0.890150232,0.737478122,1.051709189,1,1.201110569,0,0,0,0,0,0,0,,-18.62318873
,0.651123489,0,0,1.001998631,1.036503228,0.990716679,1.085689442,0,1,1.001998631,0,0,0,0,6.477252077,0,0,,
-1,1.738320507,0.438727671,0,0.970365107,1.383589171,0.946768603,1.207704999,5.166883217,1,0.970365107,0,0,0,0,2.882080053,2.641473189,0,,10.16586908
0,0,1.051017937,4.387572378,1.256546441,1.1048441,1.02003734,0.964394468,1.375312016,1,1.256546441,0,0,0,0,0,0,0,,0
-1,0,0.842666364,0,1.057823898,0,1.063175483,0.541250463,0,1,1.057823898,0,0,0,0,0,0,0,,9.762817
-1,0.889563076,1.347079328,0,1.207877389,0,1.045897441,0.741632929,0,1,1.207877389,0,0,0,0,0,0,0,,31.21351351
0,0,0,0,1.04682707,0,1.045897441,0.494421952,0,1,1.04682707,0,0,0,0,0,0,0,,0
-1,0.795166994,1.548172105,1.436219735,1.007723126,0.361657601,0.993834942,1.1680274,1.125480157,1,1.007723126,1.063850032,3.929930029,0,0,1.69503629,0,0,,3.985898307
-1,0.441671178,3.009733184,0,0.879582509,1.054623914,0.931670469,1.104670027,3.063194946,1,0.879582509,0.68939466,0,0,0,2.19683025,4.026861225,0,,7.748809297
,4.858382955,0,0,1.026179594,0,0.95203485,1.350152255,0,1,1.026179594,0,0,0,0,0,0,14.15207169,,
,0.247682268,1.125207439,1.565761123,1.188298723,0,1.02780233,0.825975497,2.453988108,1,1.188298723,0.773203422,0,0,0,0,0,0,,
1,0,2.332747129,0,1.11556806,0,1.012134611,1.498339697,0,1,1.11556806,0,0,9.836761124,9.143217449,0,0,0,,-27.02633487
,0,0,0,1.143457261,0,0.87363198,0,0,1,1.143457261,0,0,0,0,0,0,0,,
-1,1.007856039,0.763106109,0,0.912332921,1.069583118,1.013622211,0.840254329,0,1,0.912332921,0.524379981,3.486767706,2.145251096,1.99399955,0,0,1.467901053,,5.894041114
1,0,0,14.78774394,1.270508068,0,1.011148126,1.300146616,0,1,1.270508068,0,0,0,0,0,0,0,,-82.07997996
1,0.6791288,1.542623101,0,0.922142953,0.540542006,1.033328149,0.471827401,0.672867707,1,0.922142953,0,0,0,0,0,0,0,,-11.9148358
1,0.474879537,2.157352608,0,0.773768072,1.511891926,0.936034265,1.451667462,3.764011834,1,0.773768072,0,0,0,0,4.724010914,8.659265492,0,,-16.66285307
1,0.337748548,0.511457927,0,1.039506601,0.537651407,1.010282972,0.844747667,0.669269484,1,1.039506601,3.163104909,0,0,0,0,0,0,,-11.8511201
-1,0.770231444,0,4.869135199,1.185291064,0,1.012134611,1.284291169,0,1,1.185291064,0,0,9.836761124,9.143217449,0,0,0,,27.02633487
-1,0,1.406509298,0,1.345243837,0,1.043861741,0.516234686,0,1,1.345243837,0,0,0,0,0,0,0,,32.59058028
,2.115878674,1.1214379,0,0.861902458,0,1.006066979,1.499415318,0.209637175,1,0.861902458,0.660525537,0,1.351112918,1.255852313,3.683462446,0,2.773521587,,
,0,3.188087743,0,1.143457261,0,1.019237311,1.170131954,0,1,1.143457261,0,0,0,0,0,0,0,,
-1,0.838393519,0.846394976,0,1.062504535,3.114095981,0.99539927,1.009627129,0.553776077,1,1.062504535,0.872419791,0,0,0,2.78005952,0,2.442171663,,9.806015305
0,0.542137154,2.873383803,0,0.809744413,1.294516907,0.899878435,1.3559469,5.371390278,1,0.809744413,0,0,0,0,4.044807628,7.414263801,0,,0
,0,0,0,1.270508068,0,0.849364425,1.950219924,0,1,1.270508068,0,0,0,0,0,0,0,,
1,0,1.386125106,0,1.160029106,0,1.02873331,0.763129535,0,1,1.160029106,2.857490908,0,0,0,0,0,0,,-32.11825303
-1,4.536280218,2.642061665,0,0.947616515,0.555474106,0.929138985,2.036417489,1.382910425,1,0.947616515,1.089319739,0,0,0,1.735617269,0,9.148024241,,12.24397491
-1,1.811937905,0.783956002,1.636348715,1.007554554,8.241050255,0.832456703,1.654489853,3.590466207,1,1.007554554,0,0,0,0,5.149946324,7.080014204,2.262011458,,9.082620733
,0,1.634916791,6.825112587,1.026179594,0,1.017370576,0.900101503,0,1,1.026179594,1.685186946,0,0,0,0,0,0,,
,0,2.516911376,0,1.203639223,0,1.034564187,0.923788385,0,1,1.203639223,0,0,0,0,0,0,0,,
-1,1.148345062,1.738956951,0,1.455309242,12.79610349,0.833921436,0.638253793,2.275516245,1,1.455309242,0,0,0,0,0,0,0,,40.29380834
1,0,0,0,0.952881051,0,0.910033313,0,0,1,0.952881051,0,0,0,0,0,0,0,,-369.3599098
1,1.343808051,0,0,1.094799506,0,1.045570189,0.373446368,0,1,1.094799506,0,0,0,0,0,0,0,,-47.15232891
-1,0.738701502,2.237254556,0,1.1702048,0,1.028177989,0.923788385,0,1,1.1702048,0,0,0,0,0,0,0,,12.95999684
,1.92557861,1.749560347,0,1.11556806,0.613053738,1.018793392,1.177266905,0.763130448,1,1.11556806,0,0,0,0,0,0,3.365431682,,
-1,2.551877916,1.93217439,0,1.068381785,0.507781884,0.992763614,1.152402682,0.632087846,1,1.068381785,0.995792286,0,0,0,0,0,2.787529272,,11.19272454
1,0,2.584936008,0,1.004388135,0,1.062525382,0.474377819,0,1,1.004388135,0,0,0,0,0,0,0,,-29.9481008
